,caption,date,customer,rating,transcript
455,Superb hotel with stunning view of the Taj Mahal and outstanding service, September 2018,839joycew,5.0,"<q class=""IRsGHoPm"">
 <>
  My husband and I stayed at The Oberoi during our visit to Agra to see the Taj Mahal to celebrate our 25th silver wedding anniversary. It was recommended to us by our friends.   I can honestly say that the hotel deserves more than 5 stars! We were truly impressed by the attentiveness of the staff. Nothing was too much trouble for them and their goal was to please their guests and ensure we had a pleasant stay and we absolutely did! From the moment we checked in we were treated like VIPs, a welcome drink and greeted by a member of staff who took us to our room and conducted the check in process. We were happily surprised to learn that we’d been upgraded to a room with a balcony, there were some chocolates and a personal card with a message saying happy silver anniversary, a gift
 </>
 <>
  …
 </>
</q>"
456,An unforgettable experience!, August 2018,Orla A,5.0,"<q class=""IRsGHoPm"">
 <>
  We stayed for a couple of nights and what an experience it was. The staff did everything to make our stay special, we had the most amazing dinners in the restaurant, and I'll never forget the views over the Taj Mahal as the sun set. This is an expensive hotel, for sure, but for a once in a lifetime experience, it's totally worth it.
 </>
</q>"
457,The only place to stay when visiting the Taj Mahall., September 2018,Y6692NXchris,5.0,"<q class=""IRsGHoPm"">
 <>
  When you arrive at the Hotel and get your first glimpse of the Taj Mahal, you realise you have arrived. The only thing better than this was the amazing view from our Hotel room. This Hotel is stunning, and totally comfortable as you expect from The Oberoi. The service is as good as it gets anywhere. Thank you for making our trip to the Taj Mahal so memorable.
 </>
</q>"
458,Stunning Hotel, September 2018,Gail A,5.0,"<q class=""IRsGHoPm"">
 <>
  We will never forget walking into the Oberoi Amarvilis and sighting the incredible view of The Taj Mahal. Our Luxury Suite was superb in every way, the pool was exquisite in design and ambience and a great respite after sight seeing.  We were lucky enough to have a behind the scene tour of the kitchen and thoroughly enjoyed chatting with the hard working chefs.  We were treated royally for our 40th Wedding Anniversary and will always fondly  remember  your kindness.
 </>
</q>"
459,Wonderful views of the Taj Mahal from your room balcony, September 2018,rhondakingklf,5.0,"<q class=""IRsGHoPm"">
 <>
  The Oberoi Amarvilas is a spectacular hotel.  The architecture is in keeping with the older city, but the rooms have all the modern requirements sorted.  You even get a view of the Taj Mahal from your room balcony along with visits from cheeky macaque monkeys.  The staff are very helpful and polite.
 </>
</q>"
460,World class, September 2018,HanniHannover,5.0,"<q class=""IRsGHoPm"">
 <>
  Great views from all rooms towards the Taj Mahal make this Oberoi unique.  You feel at home in a very consistently styled setting with lots of space and luxury all around you.  All amenities are modern and clean and staff is super helpful!
 </>
</q>"
461,A wonderful experience in hospitality, August 2018,rohit821,5.0,"<q class=""IRsGHoPm"">
 <>
  Let me start by a little bit on my experience on 5 star hospitality. I have stayed at Marina Bay sands, Singapore; Taj Lake Palace, Udaipur. Now the idea was not to brag but to get the perspective right when I speak of the special hospitality I experienced at Oberoi Amarvilas. The ocassion was my daughter's birthday. The Approach ( Driving Down): The entrance of hotel is towards the east gate of Taj ( It is 600m or so). The approach road gets you from ring road to a 60 ft road and a nondescript Y fork. The signage is there so take the right arm of the fork. Then its more like a cobbled road with immense traffic and parking for regular buses. Keep going straight and you would find the entrance on the left. Don't head for parking but enter the courtyard or Patio where the staff
 </>
 <>
  …
 </>
</q>"
462,Amazing Hotel with fantastic services, August 2018,kunal43,5.0,"<q class=""IRsGHoPm"">
 <>
  A beautifully designed with Amazing views of Taj from every room. The views are really very stunning. Hotel service was outstanding. I went with my family including my two kids and nothing was too difficult.  For the food, it is good in both variety and quality.  The staff was one of the friendliest we've ever experienced! The only place to stay in Agra!
 </>
</q>"
463,5 Star (with flaws), August 2018,haydensydney,5.0,"<q class=""IRsGHoPm"">
 <>
  My partner and I booked a ten night Luxury Escapes package that included four Oberoi properties in Delhi, Agra, Jaipur and Gurgaon. Our second visit was the Oberoi Armarvilas for three nights in a Premier Room with Balcony.  After a 3.5 ride from New Delhi, we arrived on a hot afternoon initially with less fanfare than we received at the Oberoi New Delhi, that was until we arrived in the main building by reception where there must of been ten people waiting to welcome us - a very touching start to our visit. We were then shown to a lounge with stunning views of the Taj Mahal as we spoke about some of the particulars for our stay.   Like the Oberoi New Delhi, check in was completed in the room as was a detailed room orientation. It was smaller than we had imagined considering the
 </>
 <>
  …
 </>
</q>"
464,Hotel with Unexpected Delights!, August 2018,Kathryn M,5.0,"<q class=""IRsGHoPm"">
 <>
  I spent one night here after visiting the Taj on a 90+ degree day. I came back hot and exhausted and one of the staff offered to draw me a cool bath with rose pedals!  It was truly an amazing sensory delight!  thank you.
 </>
</q>"
465,The place to stay, September 2018,Husam D,5.0,"<q class=""IRsGHoPm"">
 <>
  There is no better place to stay in Agra than the Oberoi. I might even say, there are very very few hotels you can stay around the world that can compete with the Oberoi. The facilities are great, but the best is the level of service provided by the staff. They do not spare an effort and always go tbe extra mile to satisfy.  We stayed at the Oberoi in New Delhi, Agra, and now going to Jaipur. So far, enoyed every aspect.
 </>
</q>"
466,Stunning Hotel - You will feel like royalty!, April 2018,MsTommasino,5.0,"<q class=""IRsGHoPm"">
 <>
  Definitely worth the splurge! Every room in this beautiful hotel has a view of the Taj Mahal. The room was well appointed and very comfortable. The pool was glorious and it was fun to eat lunch in our lounge chairs. No request of the staff is too great. I would recommend staying here 100%!
 </>
</q>"
467,David’s day out with me at Taj, August 2018,ManojRana,5.0,"<q class=""IRsGHoPm"">
 <>
  It was a wonderful stay as usual at the Amar Vilas and I reccommend everyone who wants to visit Taj to make their trip doubly memorable by starting at the Amar Vilas as its world classs hospitality makes it a great visit to Taj
 </>
</q>"
468,Taj Mahal luxury, August 2018,Adele W,5.0,"<q class=""IRsGHoPm"">
 <>
  An Indian Palace that overlooks the Taj Mahal, with absolute excellence in hospitality.. Everything about the Oberoi Amarvilas was exceptional from every member of staff to the room that has everything you could possibly desire. And if there is something you can think you need, they will make it magically appear. The dining too is exceptional with every choice to suit every palate. Thank you Oberoi for a magical stay in your beautiful hotel.
 </>
</q>"
469,Class apart, August 2018,rahul k,5.0,"<q class=""IRsGHoPm"">
 <>
  Wow. What a property by the Oberoi group of hotel. Lavish hotel. On a business trip to Agra travelling with family. Trying to manage work and family simultaneously. Hotel is excellent and is a class apart from other hotels in Agra that's why one can see the tariff difference from other hotels and get what you pay for. Taj Mahal view from the rooms and swimming pool with clean treated water to relax. Great property.
 </>
</q>"
470,Amazing hospitality!, August 2018,priyanka s,5.0,"<q class=""IRsGHoPm"">
 <>
  We had a lovely stay at the property. We travelled with our baby for the first time but our anxieties were quickly doused by the staff! Highly recommend to stay with family and especially toddlers!  A special mention to Harinder from the housekeeping team, Tanya, Rishabh from the food and beverages team and Prachi who was stepping in for the general manager!  Thank you!
 </>
</q>"
471,"The Best Hotel with impeccable service, out of this world!", August 2018,Bleisure Traveler,5.0,"<q class=""IRsGHoPm"">
 <>
  Celebrated my birthday in Oberoi Amavilas, one of the best hotel in the world.  Hotels around the world should learn from this hotel the true definition of hospitality, staff with attention to details, service with a smile and you can really feel the service from their heart and how passionate they are. Such a positive feeling with a warm welcome special mention to Ms. Prachi who gave us the best gift, we love it. I would highly recommend this hotel to anyone visiting Agra. The hotel is few steps away from Taj Mahal East entrance, best location.
 </>
</q>"
