,caption,date,customer,rating,transcript
459,Good, January 2020,davidecotz,4.0,"<q class=""IRsGHoPm"">
 <>
  Room clean but lacking of bathroom stuffs like toothbrush etc...And WiFi is not free. Not a big deal but I was expecting that because the rest is just perfect! Awesome location, restaurant is good and breakfast simply awesome. Quite expensive but it’s worth every penny
 </>
</q>"
460,Silver jublie, January 2020,Rajivmittal01,5.0,"<q class=""IRsGHoPm"">
 <>
  We came to hotel to celebrate our anniversary  Thanks to Mohita she made our day  She was so warm and welcoming  She did upgraded to suite and provided us complimentary cake and bouquet as a gesture !! We would love to come back again  Thank you Mohita
 </>
</q>"
461,A COSY AND ROYAL EXPERIENCE IN ECO FRIENDLY ENVIRONMENT, January 2020,Azra,5.0,"<q class=""IRsGHoPm"">
 <>
  We had a memorable stay at ITC MUGHAL. The services of the TAJ BANO restaurant were excellent. They served sumptuous, healthy and traditional cuisines. Some of the staff members are really courteous and so humble. Anwar and Mobinuddin had done really a good job at dinner. They provided a good cappuccino to us after dinner.Both of them are very warm and prompt to their guest. At breakfast Umer attended to us. He also gave good service. Our experience at taj Bano was memorable!
 </>
</q>"
462,Lovely hotel, January 2020,JoeCobb,5.0,"<q class=""IRsGHoPm"">
 <>
  We stayed here as a large group in January. It is a lovely colonial building with an impressive entrance and fantastically imposing public areas. The rooms were comfortable with lots of attention to detail.   We dined in the famous tandoori restaurant and it was excellent. A truly authentic experience.  Staff were very pleasant throughout.  Would highly recommend this hotel.
 </>
</q>"
463,Awesome stay, January 2020,Lawerence Dass,5.0,"<q class=""IRsGHoPm"">
 <>
  It was a blissful stay at ITC Mughal Sheraton. A royal treatment and a cozy stay. Thanks to the reception team for a warm welcome. Not to forget Raj and Brijendra for their enthusiastic approach to take care of our taste buds. Thanks a ton. Namastey.
 </>
</q>"
464,A good experience, January 2020,uksagar,5.0,"<q class=""IRsGHoPm"">
 <>
  We stayed at ITC Mugal, royal suite for two nights. Room is clean &amp; luxurious. All fittings and furniture are in good condition. Resort gardens are vast and beautiful. Travel desk arrangements of pickup and local trips were prompt and excellent.  Only wish if the staff at restaurants where the breakfast is served are attentive to guests. Hotel location is good and near to major tourist attractions in Agra. Overall a good experience.
 </>
</q>"
465,Bloggers meet, January 2020,up80_the_foodie,4.0,"<q class=""IRsGHoPm"">
 <>
  . 🍢 ITC Mughal, a Luxurious resort &amp; spa sprawled over 20 acres of luxurious gardens, and is in close proximity to the Taj Mahal . It has won many awards among the very prestigious AGA KHAN AWARD for Architecture. It has all the necessary luxury to make your stay a dream come true .  This festive season the hotel has come up with a great idea to welcome 2020 by having 20 days of incredible experience for their guests starting from13th Dec till the 1st Jan . We attended the GRILLS GALORE and CANVAS COCKTAILS which turned out to be an incredible experience . Mixology Canvas Cocktail  has 10 COCKTAILS named after their luxury property each having its own distinctive taste keeping in mind the city, like 'THE PINK CITY' Cocktail which was flavored with Chilli keeping in mind the
 </>
 <>
  …
 </>
</q>"
466,Visiting the Heritage city of India with Family, December 2019,FerrariF1584,5.0,"<q class=""IRsGHoPm"">
 <>
  This visit is one of the best Family Leisure Getaways we ever had so far. We are a Travel Connoisseur, visit 3 times a year to various places, exploring Nature's Treasures, Cultural, Heritage, Food authenticity of the places, real to the heritage of that place, gaining with many collections from these trips. ITC Mughal, is most authentic in every term, we can say it is anywhere parallel to a Heritage. It has the minute details of making it a Heritage, the quality is outstanding from interiors, Upholstery, Marble work, Artefacts, the huge Gardens etc. Worth the Price, at present hotel in Agra gives that feel What makes it most Satisfying and the perfect place is the People, the team at the hotel that is there to serve, ready to do that extra for the guests, this reflects the ITC
 </>
 <>
  …
 </>
</q>"
467,"Beautiful Property, wonderful stay", December 2019,Shahana P,5.0,"<q class=""IRsGHoPm"">
 <>
  We had the opportunity to stay here for one night during a visit to Agra. The hotel was beautiful, and the rooms were excellently appointed, very clean and comfortable. The gardens were lovely. We also enjoyed the restaurants here - at the Peshawri we had what was possibly our best meal in India! The food was amazing. My only regret is that we only had one night here. But ITC Mughal made that stay memorable. Agra is already amazing to visit, but staying here made it even better. Very comfortable, would love to return.
 </>
</q>"
468,A Very Comfortable Stay, December 2019,Belinda H,5.0,"<q class=""IRsGHoPm"">
 <>
  We had a lovely stay in the ITC Agra. It was very cold in Agra and very busy the hotel was a welcome relief from the outside. The staff were very helpful and friendly and our rooms were comfortable and well decorated. We only had one night in this beautiful hotel.
 </>
</q>"
469,Beautiful resort in the city center, January 2020,Yu Z,4.0,"<q class=""IRsGHoPm"">
 <>
  The resort is very beautiful with many gardens and pools around. We didn’t swim because the outdoor pool was quite close in December. The gym is well maintained and very clean. We liked the rooms a lot. Very colonial and luxurious. They used the local white marble everywhere! The room decor is also very modern and stylish. The breakfast is very similar to other ITC hotels. Lounge was ok.
 </>
</q>"
470,Very Nice!, January 2020,Ro L,5.0,"<q class=""IRsGHoPm"">
 <>
  Very hotel with excellent service.  There are three or four restaurants inside so it’s very convenient.  Rooms are nice and clean.  We occupied the Presidential Suite which was big and spacious.  Beautiful as well.  One particular young man was very helpful.  I took a picture of him, but I forgot his name.  Will post his pix.  We only stayed here for one night, but we stayed at their ITC Hotel in Jaipur for two nights (see my review).
 </>
</q>"
471,"Updated Beautifully, Cold in Public Areas", December 2019,Kyle O,4.0,"<q class=""IRsGHoPm"">
 <>
  During our stay at the ITC Mughal, the rooms could not have been nicer. We had a Royal Mughal Suite and were provided with excellent service. The bed was comfortable, and the resort is welcoming from the busy streets of Agra. It is centrally located. Deep at the spa was quite professional. My one complaint would be the freezing temperatures in the public spaces of the hotel. Our stay was in December, and the exterior temperature was approximately 3-5 Celcius, and it was not much warmer in the hotel. No space heaters or blankets were provided. As stated, the resort was beautiful. I especially compliment the attention to detail. I would recommend it overall. Here are some photos.
 </>
</q>"
472,Amazing, December 2019,Dipti M,5.0,"<q class=""IRsGHoPm"">
 <>
  There was nothing in the hotel that was not good. Huge beautiful property with lots of amenities like spa, pools, entertainment room; flawless service by staff; huge rooms ; very good breakfast; and very good location
 </>
</q>"
473,Holiday, December 2019,julieE7696ZP,2.0,"<q class=""IRsGHoPm"">
 <>
  We stayed here part of our tour of India for one night - I'm glad it was only one night. First impressions were impresive but astep further in to the hotel, the walk way to the room had an awful smell to it &amp; the rooms were not very clean. The cafe area we had a coffee before  going out on a trip &amp; they had no change so 2 hot drinks ended up costing nearl6 dou le as they did not give us or attempt to get any change, it did not happen to just us! The resteraunt- it was not welcoming and the staff gave you the impression that they did not want you there! Fro  my point it was not a pleasant experience. Its the second hotel in the chain we visited and the other was the same - sorry ITC HOTELS
 </>
</q>"
474,Magnificent all the way., December 2019,Sid1005,5.0,"<q class=""IRsGHoPm"">
 <>
  I visited the ITC Mughal with my wife and son and had a meal at Taj Bano(The coffee shop).The food was extremely delicious and appealing.My son loved the hotel and couldn't stop clicking photos to upload on his Instagram profile. The service was extremely personal and friendly.We were also given a detailed tour of the property which was extremely impressive. The hotel is gorgeously designed and very clean. We will definitely go back soon . Kudos to the General Manager for maintaing  well trained staff who know how to take care of customers.
 </>
</q>"
