,caption,date,customer,rating,transcript
465,Grand by name Grand by nature, September 2016,Paul T,4.0,"<q class=""IRsGHoPm"">
 <>
  Lovely colonial hotel with impeccable grounds and original period features throughout including bedrooms. Authentic indian welcome from very helpful staff. Both breakfast and dinner buffet was delicious. Ideally located for early visit to the Taj Mahal and return for breakfast. Disappointingly they had no gin in the whole hotel which we found strange for India. Be aware of the contrast between inside the hotel grounds and outside in the surrounding area of Agra, this is part of the experience of India.
 </>
</q>"
466,A lovely garden out of the way in Agra, September 2016,Alexander M,4.0,"<q class=""IRsGHoPm"">
 <>
  An interesting, heritage style hotel, a little worn and dark but overall very good.  Pros: 1) The hotel has a central garden that normally would be very peaceful and a great place to have a drink 2) Staff were very helpful, allowing us to eat outdoors and check in early 3) The rooms were large and comfortable 4) Staff were very quick and prompt at both check in and check out  Cons: 1) Some of the staff's English wasn't up to the usually impeccable standard that you are used to while travelling (it's very picky I know), BUT the staff member in question got someone else to double check the order made so it wasn't a problem in the end 2) The rooms are quirky and old, they could do with some tender loving care, but were not at all dirty etc. 3) We got woken up at 11pm with an order
 </>
 <>
  …
 </>
</q>"
467,One of the best hotels we've stayed in, August 2016,Kiran R,5.0,"<q class=""IRsGHoPm"">
 <>
  We had gone here for an extended weekend. Our experience was very good. The rooms are amazing. They have buffet breakfast and dinner. Both were excellent. Their lawn is an excellent place to relax after the dinner. While the spa is a bit expensive, the staff is extremely well trained. They are attentive to every need and extremely courteous. The highlight for us was the live concert which happens every night at the dining room. The classic musicians Arvind and Raj are excellent at what they do. We used to sit and listen to them even after our dinner used to get over.   We loved our stay. Will definitly go back again.
 </>
</q>"
468,"Nice pool area, nice large clean rooms and hotel safe.", September 2016,Jill88lovinglife,4.0,"<q class=""IRsGHoPm"">
 <>
  Overall the hotel is well maintained and had an old world charm. Bedrooms clean and spacious with lovely furnishings, bathrooms basic but clean. Pool area enjoyable, pool clean, many couples sitting out enjoying sun, staff attentive to drinks orders and do not stare at women in bikinis. Breakfast not too exciting but fine. Staff hit and miss on reception, sometimes polite (young lady) sometimes a little rude (young man). Overall a good value hotel, would stay again.
 </>
</q>"
469,The Royale Stay - Experience Heritage, September 2016,roll_number_7,5.0,"<q class=""IRsGHoPm"">
 <>
  As you enter the hotel , you witness a personal touch in the service by the Front office staff (Manish and Anu ) in a very traditional fashion which i am sure anyone will like.   The first look of your suite, a traditional red brick like walls with paintings of ""Raja ravi verma"" in a big room and all the old fashioned crafted finish with traditional lantern. You are ready to feel the kingship.  The food is very good in taste and you will get live traditional music, sitar by Arvind Kumar while you drink the joy or enjoy the dinner in there Restaurant.  Life at Pool side is very good . we have a mid level but nice pool to rest and unwind the day . You may also enjoy the Puppet show in the evening.   Thank you Mr shib shankar bhattacharya, Devender, Azhar and Kamran for the
 </>
 <>
  …
 </>
</q>"
470,Beautiful Hotel, September 2016,Linda,4.0,"<q class=""IRsGHoPm"">
 <>
  An excellent hotel that has very friendly staff and are very welcoming on arrival. We got an upgrade and they followed the prices given on booking.com for breakfast even though the price was a little higher on their menu. The pool is lovely as are the facilities they offer. Delighted we chose to stay there then a more well known hotel chain. The rooms are clean and I would go back there again.
 </>
</q>"
471,Great find, September 2016,Mjk1945,5.0,"<q class=""IRsGHoPm"">
 <>
  From the very start we were greeted with smiles and a little red dot : From that moment we knew  we had found paradise; grounds just wonderful ;  breakfast the best  we have had for a long time. :  restaurant staff can not fault.      Food good They even have beer ; wine and whisky. A tad dear with all the taxes but they have; It's peace and quiet out of the mad city.        Being heritage with large rooms overlooking  The garden.  You could not want for more
 </>
</q>"
472,"Beautiful, heritage hotel", September 2016,rj0nes13,5.0,"<q class=""IRsGHoPm"">
 <>
  This is a great little hotel on the outskirts of busy Agra. Inside you feel so far removed from the hustle and bustle of the Agra streets. We were greeted by very friendly staff members and all of the staff that we encountered were fantastic. We were fortunate enough to have an upgrade so our rooms opened out to the pool.   The grounds and rooms of this hotel are stunning! You really do feel that you have been taken back in time. I loved the Colonial architecture, the performances on the lawn and the friendly staff.
 </>
</q>"
473,Nice Hotel With A Heritage Touch, September 2016,Moodit12,5.0,"<q class=""IRsGHoPm"">
 <>
  Stayed for one night during a weekend visit to Agra.Highly recommend this place to fellow travelers. Hotel is ideally located with good connectivity to all major attractions. Service is very good with friendly staff. Value for money offering comfortable stay. Provides sumptuous breakfast. The hotel has good parking space for guests travelling with own vehicle.
 </>
</q>"
474,Very good hotel for authentic Taj experience, August 2016,irina b,4.0,"<q class=""IRsGHoPm"">
 <>
  This is the place to stay for people who do prefer heritage to generic modern and who want to relax. Rooms are nice and spacious (the standard rooms don't have windows that open and are very dark) and very clean. The pool (area) is nice (though very noisy from the ventilation system opening up to the poolside), breakfast very good (so is dinner). Staff is eager to please and very friendly (to the point of over-ambitious). The big downside is that there is no real coffee which should not happen at a place of this standard and price. Everything looks exactly like in the pictures. Location is good with a small fruit market around the corner. A tuktuk to the Red Fort/Taj/Cantt takes 5-10 min. and is about 50Rps. When in Agra I would only stay here.
 </>
</q>"
475,A little oasis of calm, May 2016,RenuBirmingham,4.0,"<q class=""IRsGHoPm"">
 <>
  Hotel looked and was awesome, with masses of character and old Indian charm.  Stayed for one night after arriving in Delhi and being driven by Mushtaq (Mobile no. 00918445924553).  We wanted to do a sunrise trip to Agra and he arranged for a guide who bypassed all the queues.   The hotel is clean, food is good and there is a pool and beautiful surrounding gardens.  We only paid £33 for the night for a twin room B&amp;B and it was a bargain.
 </>
</q>"
476,Very Pathetic, August 2016,Patrick B,1.0,"<q class=""IRsGHoPm"">
 <>
  I have visited Agra in August and booked the pathetic Grand Imperial hotel when we entered in the hotel we had a very warm welcome but during the check in formalities i started asking them few question then there was one man who start making faces and was behaving very awkward which was very poor and the internet was very bad it didn't work in the room. I am completely unhappy with the hotel later when we had a food during the stay each thing was very bad. My stay was completely bad and i will not recommend this hotel to anyone. Pathetic people with pathetic food.
 </>
</q>"
